timestamp,open,high,low,close,volume
2025-12-11 02:00:00,90673.8,90673.8,89872.5,90070.3,512.38051515
2025-12-11 03:00:00,90070.5,90083.5,89389.8,89881.1,397.6365867
2025-12-11 04:00:00,89881.0,90483.3,89688.0,90437.0,290.53147763
2025-12-11 05:00:00,90437.0,90437.0,90066.1,90303.8,199.17020937
2025-12-11 06:00:00,90303.8,90445.9,89954.9,90292.2,187.19643679
2025-12-11 07:00:00,90292.3,90329.2,90057.2,90271.0,271.86738121
2025-12-11 08:00:00,90270.9,90271.0,89964.9,90186.4,126.31077616
2025-12-11 09:00:00,90186.5,90523.3,90111.9,90233.0,800.5978254
2025-12-11 10:00:00,90233.3,90347.1,90170.0,90317.3,155.557461
2025-12-11 11:00:00,90317.4,90414.0,90204.1,90234.8,551.81074857
2025-12-11 12:00:00,90234.8,90381.3,90008.0,90029.0,148.4028197
2025-12-11 13:00:00,90029.1,90170.0,89876.1,90101.0,150.53066277
2025-12-11 14:00:00,90101.0,90484.2,89255.9,89548.1,500.5589693
2025-12-11 15:00:00,89548.1,90642.7,89408.0,89875.1,485.2247252
2025-12-11 16:00:00,89875.0,90180.2,89333.3,89736.9,204.82634057
2025-12-11 17:00:00,89737.1,90255.1,89630.0,89979.4,161.71465129
2025-12-11 18:00:00,89971.6,91183.4,89891.1,90705.9,335.91158054
2025-12-11 19:00:00,90705.7,91541.2,90583.1,90835.6,281.02742739
2025-12-11 20:00:00,90835.6,91829.2,90802.5,91781.4,186.21123828
2025-12-11 21:00:00,91789.2,93564.4,91703.3,92867.6,620.82572248
2025-12-11 22:00:00,92867.7,93198.2,92097.6,92371.5,376.20738183
2025-12-11 23:00:00,92373.3,92804.5,92337.1,92522.3,399.27092309
2025-12-12 00:00:00,92522.2,92658.5,91280.4,91577.7,358.3292851
2025-12-12 01:00:00,91577.7,92317.0,91545.9,92171.8,210.07472527
2025-12-12 02:00:00,92171.9,92747.2,91929.1,92584.4,249.48219932
2025-12-12 03:00:00,92584.5,92752.5,92175.0,92275.1,142.86960433
2025-12-12 04:00:00,92274.9,92468.1,92123.0,92397.5,168.48839422
2025-12-12 05:00:00,92397.6,92502.3,92078.6,92443.2,134.01676677
2025-12-12 06:00:00,92443.2,92719.3,92403.1,92506.6,134.63047044
2025-12-12 07:00:00,92506.7,92562.6,92250.3,92427.1,198.62147521
2025-12-12 08:00:00,92427.2,92479.1,92103.1,92347.4,159.40891768
2025-12-12 09:00:00,92346.9,92559.3,92088.5,92522.5,103.49380457
2025-12-12 10:00:00,92522.6,92635.6,92413.3,92493.0,183.00963292
2025-12-12 11:00:00,92493.1,92493.1,92276.3,92411.9,62.00548005
2025-12-12 12:00:00,92411.8,92425.1,92085.9,92425.1,165.86361655
2025-12-12 13:00:00,92425.1,92515.6,92250.3,92311.9,129.70306513
2025-12-12 14:00:00,92311.9,92666.5,91902.5,92445.5,329.62106883
2025-12-12 15:00:00,92445.5,92445.5,89777.7,89941.4,1021.78373382
2025-12-12 16:00:00,89933.7,90439.5,89466.6,90040.1,539.75715832
2025-12-12 17:00:00,90040.2,90622.7,89822.6,90075.6,335.39684545
2025-12-12 18:00:00,90075.7,90659.9,90039.0,90366.0,350.93473832
2025-12-12 19:00:00,90366.1,90398.9,90003.9,90197.1,179.75798504
2025-12-12 20:00:00,90197.1,90329.8,89888.8,90211.3,143.77395516
2025-12-12 21:00:00,90211.2,90347.6,90100.0,90192.0,100.17990399
2025-12-12 22:00:00,90186.0,90392.3,90184.7,90339.7,67.57906932
2025-12-12 23:00:00,90339.9,90387.0,90225.1,90268.1,43.02290384
2025-12-13 00:00:00,90268.1,90436.5,90206.9,90317.6,72.87979636
2025-12-13 01:00:00,90317.6,90360.0,90112.4,90224.9,53.88380277
2025-12-13 02:00:00,90225.0,90318.0,90206.2,90227.1,85.2432324
2025-12-13 03:00:00,90227.1,90469.9,90196.0,90341.9,135.46026992
2025-12-13 04:00:00,90341.9,90421.0,90271.5,90375.9,66.51295067
2025-12-13 05:00:00,90375.9,90394.0,90246.5,90340.4,162.18434809
2025-12-13 06:00:00,90340.5,90370.7,90251.6,90348.1,116.02051912
2025-12-13 07:00:00,90348.2,90416.9,90311.9,90330.0,559.66099937
2025-12-13 08:00:00,90330.1,90576.7,90314.6,90450.9,239.47088858
2025-12-13 09:00:00,90450.9,90513.5,90361.9,90415.0,142.43273878
2025-12-13 10:00:00,90415.1,90638.2,90415.1,90592.9,183.38279702
2025-12-13 11:00:00,90592.9,90611.8,90300.0,90341.7,106.74044916
2025-12-13 12:00:00,90341.7,90486.0,90294.5,90355.1,54.66533858
2025-12-13 13:00:00,90355.1,90468.8,90200.0,90262.0,297.84272778
2025-12-13 14:00:00,90262.0,90348.1,89930.1,90086.0,152.71142529
2025-12-13 15:00:00,90085.9,90293.1,90038.7,90100.7,74.60630179
2025-12-13 16:00:00,90100.6,90275.0,90032.5,90097.6,47.03441241
2025-12-13 17:00:00,90097.6,90105.8,89990.0,90054.0,36.70012025
2025-12-13 18:00:00,90054.1,90190.6,90044.1,90123.9,21.37263691
2025-12-13 19:00:00,90124.0,90225.5,90108.7,90182.5,16.58305732
2025-12-13 20:00:00,90182.4,90215.9,90044.0,90092.6,64.72020751
2025-12-13 21:00:00,90092.6,90192.0,89764.8,90171.5,67.18613368
2025-12-13 22:00:00,90171.5,90252.4,90002.5,90137.0,37.07301635
2025-12-13 23:00:00,90137.0,90279.0,90067.0,90241.1,25.03486913
2025-12-14 00:00:00,90241.1,90475.0,90125.0,90339.1,107.15131775
2025-12-14 01:00:00,90339.1,90458.2,90212.5,90300.4,57.87306423
2025-12-14 02:00:00,90300.5,90394.0,90247.2,90293.0,36.08459461
2025-12-14 03:00:00,90293.1,90310.0,90247.2,90266.5,46.3393048
2025-12-14 04:00:00,90266.6,90346.3,90131.3,90205.0,54.69097451
2025-12-14 05:00:00,90205.0,90234.0,90051.0,90208.7,72.44141003
2025-12-14 06:00:00,90208.7,90249.7,90100.0,90151.1,29.74349959
2025-12-14 07:00:00,90151.1,90291.1,90085.2,90256.1,114.17679632
2025-12-14 08:00:00,90256.0,90307.6,90104.9,90114.9,205.22209862
2025-12-14 09:00:00,90115.0,90158.0,90007.0,90025.9,57.74668524
2025-12-14 10:00:00,90026.0,90133.3,89786.4,89857.0,356.79876067
2025-12-14 11:00:00,89857.1,89857.1,88632.9,89355.0,716.52021275
2025-12-14 12:00:00,89355.1,89662.6,89100.0,89418.5,142.95710451
2025-12-14 13:00:00,89417.1,89498.0,89083.9,89484.1,93.66485585
2025-12-14 14:00:00,89484.1,89559.4,88884.0,89112.1,169.43066117
2025-12-14 15:00:00,89112.1,89180.0,88880.0,89027.7,76.91047471
2025-12-14 16:00:00,89027.7,89397.9,88505.4,88832.9,191.920253
2025-12-14 17:00:00,88833.0,89029.2,88600.0,88804.9,135.47267914
2025-12-14 18:00:00,88805.0,89082.4,88720.2,89004.7,85.78959057
2025-12-14 19:00:00,89004.7,89004.7,88465.9,88644.0,104.8662025
2025-12-14 20:00:00,88644.1,88833.0,88350.0,88556.9,147.3055239
2025-12-14 21:00:00,88557.0,88711.6,88342.4,88444.0,66.05346172
2025-12-14 22:00:00,88444.1,88604.9,88018.0,88411.0,162.34966857
2025-12-14 23:00:00,88411.0,88610.0,87564.5,88162.9,321.36472736
2025-12-15 00:00:00,88163.0,88688.0,88072.3,88456.0,187.50243092
2025-12-15 01:00:00,88456.0,89336.9,88421.0,89248.1,258.90828396
2025-12-15 02:00:00,89248.1,90021.9,89235.1,89315.0,215.7082354
2025-12-15 03:00:00,89315.0,89540.0,89226.5,89285.9,166.99620109
2025-12-15 04:00:00,89286.0,89790.9,89279.0,89669.9,183.76306218
2025-12-15 05:00:00,89669.9,89760.0,89500.0,89616.1,223.79511125
